NM_001005591	ENSDARG00000087243	zgc:100918	10	-
NM_182878	ENSDARG00000013443	atp6v1ba	17	-
NM_201138	ENSDARG00000011921	txnl1	21	+
NM_001109695	ENSDARG00000018329	gc2	7	-
NM_213361	ENSDARG00000006588	zgc:111983	1	-
NM_213361	ENSDARG00000006588	zgc:56382	1	-
NM_001017803	ENSDARG00000006588	zgc:111983	1	-
NM_001017803	ENSDARG00000006588	zgc:56382	1	-
NM_203483	ENSDARG00000037495	rtn4rl2b	14	+
NM_212906	ENSDARG00000018593	parp16	25	+
NM_200171	ENSDARG00000025386	lsm14b	23	+
NM_001077795	ENSDARG00000044440	zgc:153492	24	-
NM_001110200	ENSDARG00000044191	gxylt2	6	+
NM_001044977	ENSDARG00000061231	tinagl1	19	+
NM_001128744	ENSDARG00000038176	cyb561	3	-
NM_001082826	ENSDARG00000070316	rhot1b	6	-
NM_131318	ENSDARG00000071560	dlx4b	12	+
NM_200644	ENSDARG00000054259	nat10	18	-
NM_001003586	ENSDARG00000014761	mfsd6l	3	+
NM_001003739	ENSDARG00000020001	rad23aa	1	-
NM_001037561	ENSDARG00000056798	zgc:123297	3	-
NM_001044928	ENSDARG00000070870	ptpn23b	19	+
NM_131427	ENSDARG00000008454	cpeb1b	7	-
NM_178291	ENSDARG00000042845	oxt	5	+
NM_001100005	ENSDARG00000004055	uhrf1bp1l	4	-
NM_199861	ENSDARG00000014806	ptplb	9	-
NM_194373	ENSDARG00000044938	cbx2	3	+
NM_001004519	ENSDARG00000079018		20	-
NM_001077770	ENSDARG00000079018		20	-
NM_201112	ENSDARG00000054578	arl6ip1	3	-
NM_001002614	ENSDARG00000043635	cmc2	18	-
NM_001098765	ENSDARG00000027065	slc38a3a	11	-
NM_001109700	ENSDARG00000059123	plcd1a	24	+
NM_001037566	ENSDARG00000032584	thnsl2	5	-
NM_001080203	ENSDARG00000071501	hs6st1b	24	-
NM_001045227	ENSDARG00000034043	irx5a	7	-
NM_001044878	ENSDARG00000015290	si:ch211-222e23.8	19	-
NM_001003859	ENSDARG00000042530	nup205	18	-
NM_001039924	ENSDARG00000000588	grasp	23	-
NM_001037115	ENSDARG00000046154	apooa	Zv9_scaffold3516	+
NM_001040310	ENSDARG00000029493	f9b	10	+
NM_201021	ENSDARG00000010442	rnf11a	1	+
NM_001122973	ENSDARG00000039458	lhx4	8	-
NM_001044862	ENSDARG00000061796	rasgrp4	18	+
NM_001098751	ENSDARG00000078665	zgc:165603	2	-
NM_001077344	ENSDARG00000062304	pdpk1a	3	-
NM_001159820	ENSDARG00000014963	triap1	10	+
NM_001100094	ENSDARG00000058605	vsig10	5	-
NM_213635	ENSDARG00000019122	he1b	22	+
NM_001007436	ENSDARG00000012816	dia1a	2	+
NM_001002298	ENSDARG00000018190	asna1	1	+
NM_001100074	ENSDARG00000069295	bcl6ab	2	-
NM_199768	ENSDARG00000007271	mynn	24	+
NM_001002071	ENSDARG00000039945	sirt6	2	+
NM_213226	ENSDARG00000016725	zgc:85869	21	+
NM_001007343	ENSDARG00000039681	samm50l	4	+
NM_212960	ENSDARG00000010462	sp9	9	-
NM_001243006	ENSDARG00000058115	fgfr2	13	-
NM_001089430	ENSDARG00000007358	cxcr3.1	16	-
NM_130935	ENSDARG00000042151	skia	8	-
NM_001002076	ENSDARG00000044566	fabp6	21	+
NM_001099422	ENSDARG00000051899	exoc3l1	25	-
NM_001077610	ENSDARG00000013279	zgc:153635	22	+
NM_001020540	ENSDARG00000053446	sub1a	10	+
NM_001030159	ENSDARG00000053942	tmx4	17	+
NM_001013285	ENSDARG00000077085	zgc:110821	22	+
NM_178303	ENSDARG00000058115	fgfr2	13	-
NM_001243004	ENSDARG00000058115	fgfr2	13	-
NM_001243005	ENSDARG00000058115	fgfr2	13	-
NM_213544	ENSDARG00000003308	emc2	16	+
NM_201083	ENSDARG00000037968	fus	3	+
NM_001008652	ENSDARG00000045190	ch25h	12	+
NM_205540	ENSDARG00000009280	smyd1a	5	-
NM_001045067	ENSDARG00000045749	si:dkey-207j16.2	4	-
NM_201214	ENSDARG00000012603	eif3ja	25	-
NM_001014326	ENSDARG00000010318	srpx	9	+
NM_001127478	ENSDARG00000067813	zgc:171844	3	+
NM_001199914	ENSDARG00000076345	taar19p	10	+
NM_201008	ENSDARG00000023840	pfkfb2a	23	-
NM_001202416	ENSDARG00000035379	terf2ip	22	-
NM_001009982	ENSDARG00000001127	slc17a6a	25	+
NM_001080014	ENSDARG00000063270	fam134a	1	+
NM_001083582	ENSDARG00000056773	zgc:163079	3	-
NM_001004514	ENSDARG00000000142	si:busm1-79m10.4	10	+
NM_200474	ENSDARG00000026519	ralgps2	20	-
NM_001003574	ENSDARG00000000142	si:busm1-79m10.4	10	+
NM_001002720	ENSDARG00000014013	lbr	20	-
NM_001024430	ENSDARG00000004406	spra	5	-
NM_001099983	ENSDARG00000063223	arl14	2	-
NM_212620	ENSDARG00000045180	acta2	12	+
NM_001099445	ENSDARG00000011876	ednraa	1	+
NM_199614	ENSDARG00000092112	tomm40	16	-
NM_001013271	ENSDARG00000042129	zp3a.1	20	+
NM_200214	ENSDARG00000058746	ubap1	21	+
NM_001030282	ENSDARG00000056625	trpc6a	21	-
NM_001145597	ENSDARG00000018107	rab3da	1	-
NM_001100155	ENSDARG00000077462	zgc:165508	Zv9_NA490	-
NM_001004654	ENSDARG00000039534	rrh	13	+
NM_200751	ENSDARG00000007480	rpe65a	2	-
NM_001002119	ENSDARG00000068385	tpm2	10	+
NM_001244716	ENSDARG00000055186	ccr9a	2	+
NM_201340	ENSDARG00000039343	ahcyl2	4	-
NM_001004623	ENSDARG00000039344	tctex1d1	2	-
NM_001115053	ENSDARG00000035862	insl3	2	+
NM_001045846	ENSDARG00000062390	cdc42ep1b	16	-
NM_213338	ENSDARG00000018903	aimp2	3	+
NM_200260	ENSDARG00000042781	ppp4r1	Zv9_NA119	-
NM_001002358	ENSDARG00000029596	trim55a	2	-
NM_001017572	ENSDARG00000028688	exosc2	5	+
NM_001002037	ENSDARG00000019530	hdgfrp2	22	-
NM_001014329	ENSDARG00000039493	naa20	20	-
NM_001080601	ENSDARG00000058692	fzd3b	17	-
NM_001039994	ENSDARG00000003127	zgc:123105	21	-
NM_001003523	ENSDARG00000038608	sdhc	2	-
NM_001025487	ENSDARG00000045522	si:dkeyp-89c11.3	4	+
NM_001089414	ENSDARG00000059951	pld6	1	-
NM_001040244	ENSDARG00000062957	sult4a1	Zv9_scaffold3512	-
NM_001142586	ENSDARG00000088686		7	+
NM_213523	ENSDARG00000036840	krt15	11	-
NM_001002338	ENSDARG00000044086	pnpla3	Zv9_scaffold3512	+
NM_131646	ENSDARG00000077908	nitr1i	7	-
NM_199576	ENSDARG00000004342	srsf11	11	+
NM_001003578	ENSDARG00000042338	lpar2a	3	-
NM_001002341	ENSDARG00000043640	cenpn	18	+
NM_001004290	ENSDARG00000069501	abhd11	21	-
NM_200907	ENSDARG00000056549	vps26a	13	-
NM_214817	ENSDARG00000028848	lsm12a	3	+
NM_001166231	ENSDARG00000071048	wisp3	20	-
NM_001089560	ENSDARG00000070579	ggact.3	1	-
NM_001126402	ENSDARG00000075033	si:rp71-84d19.3	9	+
NM_200244	ENSDARG00000021141	plekhf2	16	-
NM_001135096	ENSDARG00000070668	cd4	16	-
NM_001003984	ENSDARG00000055588	stat5.2	12	-
NM_001100048	ENSDARG00000046090	dhrs11a	5	+
NM_001089393	ENSDARG00000060259	zgc:162160	16	-
NM_001002561	ENSDARG00000010625	clic2	14	-
NM_199519	ENSDARG00000035650	evla	17	-
NM_001145598	ENSDARG00000017193	cnn1a	1	-
NM_173267	ENSDARG00000019300	ints7	20	-
NM_200083	ENSDARG00000004869	penka	2	-
NM_001083082	ENSDARG00000071581	zgc:174564	22	-
NM_001083082	ENSDARG00000071581	si:ch211-222k6.1	22	-
NM_001114905	ENSDARG00000071581	zgc:174564	22	-
NM_001114905	ENSDARG00000071581	si:ch211-222k6.1	22	-
NM_200683	ENSDARG00000035188	rab14l	5	-
NM_001113646	ENSDARG00000062699	nkain4	23	-
NM_001076599	ENSDARG00000061197	armc7	12	+
NM_001017588	ENSDARG00000019365	zgc:110712	11	-
NM_001113509	ENSDARG00000078649	il21rl	3	-
NM_205653	ENSDARG00000008218	znf410	20	+
NM_198813	ENSDARG00000019774	zhx3	23	-
NM_001045362	ENSDARG00000070386	zgc:153260	16	+
NM_001017538	ENSDARG00000055472	nubp1	3	+
NM_001270973	ENSDARG00000039340	tmem209	4	-
NM_199850	ENSDARG00000074790	c20orf24	23	-
NM_130950	ENSDARG00000041117	wnt2	18	-
NM_213313	ENSDARG00000029795	fam213b	11	-
NM_001005946	ENSDARG00000042379	zgc:103681	15	-
NM_173268	ENSDARG00000016015	ddx54	5	+
NM_198819	ENSDARG00000040197		19	+
NM_001045051	ENSDARG00000031763	LOC564395	18	+
NM_214712	ENSDARG00000069699	LOC100149392	1	+
NM_214712	ENSDARG00000069699	aip	1	+
NM_001251945	ENSDARG00000086790	gucy1b3	1	+
NM_001007374	ENSDARG00000040698	plekha8	16	-
NM_001077600	ENSDARG00000063218	ppm1la	2	-
NM_001007334	ENSDARG00000040505	yif1b	18	+
NM_199536	ENSDARG00000002215	rtca	22	-
NM_001077721	ENSDARG00000068926	si:ch211-137a8.2	15	+
NM_001110371	ENSDARG00000053447	ppp4r2b	6	+
NM_001114417	ENSDARG00000054127	slc26a6l	6	+
NM_214716	ENSDARG00000004754	hspa4a	21	-
NM_213266	ENSDARG00000030560	helz	3	-
NM_213375	ENSDARG00000015823	vps26b	15	+
NM_212566	ENSDARG00000037640	aurkb	14	+
NM_001135989	ENSDARG00000090022	zgc:173709	4	-
NM_001100051	ENSDARG00000069378	pard6a	18	-
NM_001082834	ENSDARG00000045144	zgc:163057	12	+
NM_001077211	ENSDARG00000053196	mtor	8	-
NM_213003	ENSDARG00000025254	s100a10b	16	+
NM_001101670	ENSDARG00000002216	tbx3a	5	+
NM_001079957	ENSDARG00000067806	zgc:158432	5	-
NM_001020695	ENSDARG00000071159	zgc:112392	6	-
NM_001007305	ENSDARG00000000666	creg2	9	-
NM_001030098	ENSDARG00000045694	prickle1b	4	-
NM_001127253	ENSDARG00000058767	or128-1	15	-
NM_001139438	ENSDARG00000061201	acsf2	12	-
NM_001045419	ENSDARG00000061201	acsf2	12	-
NM_001002455	ENSDARG00000037804	phlda3	23	-
NM_001014347	ENSDARG00000040214	scrt1b	16	-
NM_001104526	ENSDARG00000019426	si:dkey-158b13.2	19	-
NM_001025450	ENSDARG00000036791	dnmt4	23	-
NM_199584	ENSDARG00000013117	hiat1a	2	-
NM_001002638	ENSDARG00000054897	zgc:92203	16	+
NM_001013531	ENSDARG00000053959	cdc42ep2	5	+
NM_001166155	ENSDARG00000037675	npm1b	14	-
NM_001017758	ENSDARG00000075726	dhrs7b	3	-
NM_001123404	ENSDARG00000075634	si:ch211-225k7.4	7	+
NM_200799	ENSDARG00000023822	zgc:73349	7	-
NM_200252	ENSDARG00000017407	ttll12	Zv9_scaffold3512	+
NM_212678	ENSDARG00000079027	chsy1	7	+
NM_001137666	ENSDARG00000037898	ppl	3	+
NM_001045294	ENSDARG00000078429	vtg4	22	-
NM_001128344	ENSDARG00000062271	LOC565335	5	+
NM_001076755	ENSDARG00000068176	uqcc	6	-
NM_001044946	ENSDARG00000028475	lin9	20	+
NM_001126431	ENSDARG00000092098	si:ch211-255a21.1	5	+
NM_001145932	ENSDARG00000014674	acsl3b	2	-
NM_001030150	ENSDARG00000011144	zgc:112309	16	-
NM_001113510	ENSDARG00000069961	il21r	3	-
NM_200078	ENSDARG00000028514	cited4b	16	+
NM_183071	ENSDARG00000040344	h1m	Zv9_NA660	-
NM_131876	ENSDARG00000025372	admp	2	-
NM_131725	ENSDARG00000045932	cpeb1a	25	+
NM_001044974	ENSDARG00000078359	si:dkey-103i16.2	18	-
NM_001128248	ENSDARG00000091306	kcnn1a	2	+
NM_001128803	ENSDARG00000076828	zgc:194101	1	-
NM_131177	ENSDARG00000070787	jupa	11	+
NM_001013346	ENSDARG00000052780	zgc:113098	Zv9_scaffold3519	+
NM_194264	ENSDARG00000071403	oaz1a	22	-
NM_213010	ENSDARG00000038900	acadm	2	-
NM_001128804	ENSDARG00000079345	si:ch211-217k17.10	1	-
NM_001076632	ENSDARG00000060564	slc25a21	17	+
NM_001113507	ENSDARG00000078970	il7r	21	-
NM_001145359	ENSDARG00000059908	si:ch211-217k17.7	1	-
NM_001017581	ENSDARG00000035889	zbtb8b	19	-
NM_001033585	ENSDARG00000011582	sox5	4	-
NM_001076709	ENSDARG00000062432	zgc:152692	15	+
NM_200231	ENSDARG00000090219	wdr45	10	-
NM_001145694	ENSDARG00000002403	nusap1	13	-
NM_001045315	ENSDARG00000060626	dgkaa	23	-
NM_200358	ENSDARG00000014916	slc10a2	9	+
NM_001004016	ENSDARG00000039064	st3gal5l	13	-
NM_001122623	ENSDARG00000086481	mogat3a	23	+
NM_181736	ENSDARG00000055798	heyl	19	+
NM_199721	ENSDARG00000006225	ddx39aa	1	-
NM_001159975	ENSDARG00000045827	lyrm5b	25	+
NM_130983	ENSDARG00000058819	nog1	3	-
NM_001111226	ENSDARG00000075121	hbegfa	14	+
NM_001002749	ENSDARG00000056151	tyrp1b	1	+
NM_212899	ENSDARG00000008097	srsf9	10	-
NM_001089404	ENSDARG00000044395	zgc:162730	Zv9_NA234	+
NM_001144802	ENSDARG00000007275	si:ch211-251b21.1	8	+
NM_001113499	ENSDARG00000026736	LOC556326	10	-
NM_001113499	ENSDARG00000026736	il11ra	10	-
NM_001099446	ENSDARG00000026736	LOC556326	10	-
NM_001099446	ENSDARG00000026736	il11ra	10	-
NM_001007369	ENSDARG00000005318	stam2	9	+
NM_001128364	ENSDARG00000039459	qsox1	8	-
NM_001079665	ENSDARG00000096382	neu3.1	21	+
NM_001030253	ENSDARG00000025613	bcl2	24	-
NM_001199738	ENSDARG00000059322	topbp1	24	+
NM_001013329	ENSDARG00000088764	LOC797125	16	-
NM_001013329	ENSDARG00000088764	zgc:110848	16	-
NM_001109728	ENSDARG00000088764	LOC797125	16	-
NM_001109728	ENSDARG00000088764	zgc:110848	16	-
NM_131833	ENSDARG00000052649	ube2i2	3	+
NM_200449	ENSDARG00000035544	etnppl	7	+
NM_001077575	ENSDARG00000005033	trip4	7	-
NM_001008644	ENSDARG00000020009	bmp2k	5	+
NM_001017547	ENSDARG00000036415	glb1	1	+
NM_001111281	ENSDARG00000078904	brd4	3	+
NM_131893	ENSDARG00000012078	meis1	13	-
NM_001006054	ENSDARG00000006174	lrrc23	23	-
NM_001004494	ENSDARG00000010511	prc1a	Zv9_NA363	-
NM_001002473	ENSDARG00000014310	arl1	Zv9_scaffold3539	-
NM_001171589	ENSDARG00000073891	gdf10b	12	+
NM_205634	ENSDARG00000034077	zgc:77391	5	+
NM_200421	ENSDARG00000026090	adprm	12	+
NM_001030105	ENSDARG00000008423	tfec	Zv9_scaffold3539	+
NM_001105110	ENSDARG00000059231	LOC100535433	15	+
NM_001105110	ENSDARG00000059231	hephl1	15	+
NM_205623	ENSDARG00000035709	lhbeta1	Zv9_scaffold3525	-
NM_205623	ENSDARG00000035709	lhb	Zv9_scaffold3525	-
NM_205622	ENSDARG00000035709	lhbeta1	Zv9_scaffold3525	-
NM_205622	ENSDARG00000035709	lhb	Zv9_scaffold3525	-
NM_200213	ENSDARG00000008784	prpf4ba	2	-
NM_001017783	ENSDARG00000043798	ms4a17a.1	4	+
NM_201173	ENSDARG00000069018	cyp7a1a	2	-
NM_213203	ENSDARG00000095751	zgc:77778	20	+
NM_001077726	ENSDARG00000067969	zgc:154064	Zv9_NA925	+
NM_199636	ENSDARG00000042905	rpl10a	8	+
NM_001002712	ENSDARG00000018800	zgc:92598	Zv9_scaffold3525	+
NM_001113641	ENSDARG00000046142	si:ch211-170d8.5	8	-
NM_001111225	ENSDARG00000078509	socs4	17	-
NM_001006027	ENSDARG00000038123	myl9a	23	+
NM_001082816	ENSDARG00000003903	hapln2	16	+
NM_001100080	ENSDARG00000078821	si:ch211-225k7.5	7	+
NM_001100080	ENSDARG00000078821	LOC566375	7	+
NM_214814	ENSDARG00000009136	tp53bp2	13	+
NM_001201412	ENSDARG00000077926	gb:bc115184	4	-
NM_205587	ENSDARG00000039070	im:7138239	2	-
NM_199937	ENSDARG00000009771	ppme1	21	-
NM_001003751	ENSDARG00000052386	LOC554386	1	+
NM_001003751	ENSDARG00000052386	zgc:100913	1	+
NM_001161597	ENSDARG00000052386	LOC554386	1	+
NM_001161597	ENSDARG00000052386	zgc:100913	1	+
NM_001080044	ENSDARG00000054570	smg1	3	-
NM_001030091	ENSDARG00000043332	prkcz	8	-
NM_001002679	ENSDARG00000043607	rab3db	3	-
NM_001024374	ENSDARG00000039892	gnpnat1	17	+
NM_199639	ENSDARG00000070151	nfyc	19	+
NM_194385	ENSDARG00000027087	tgfb2	16	-
NM_001098771	ENSDARG00000056768	rprml	3	+
NM_001199731	ENSDARG00000057064	enpep	13	-
NM_001007152	ENSDARG00000012219	dpf2	5	+
NM_205567	ENSDARG00000006603	csrp1a	23	-
NM_001114931	ENSDARG00000036337	cers3b	18	+
NM_213289	ENSDARG00000007603	stxbp2	3	+
